,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
1481,Asia,Master's,Y,N,419,2011,West,172541.72,Year,Y,Certified
1482,Asia,Bachelor's,N,N,1293,2000,West,82569.06,Year,Y,Denied
1483,Asia,Bachelor's,Y,N,3664,2004,Northeast,9454.86,Year,Y,Certified
1484,Asia,Master's,Y,N,35,2008,South,46332.43,Year,Y,Certified
1485,North America,Bachelor's,Y,N,1758,2001,Northeast,134.0617,Hour,Y,Denied
1486,North America,Doctorate,Y,N,4491,1998,Northeast,2421.14,Year,Y,Certified
1487,Asia,Bachelor's,Y,N,2837,2013,West,51749.9,Year,Y,Certified
1488,Asia,Master's,Y,N,1536,1994,Northeast,92564.34,Year,Y,Certified
1489,Asia,Master's,Y,N,1176,1981,Midwest,59595.27,Year,Y,Certified
1490,North America,Bachelor's,Y,N,1156,1992,West,446.24,Year,Y,Certified
1491,Asia,Bachelor's,Y,N,1137,1900,West,72782.72,Year,Y,Certified
1492,Asia,High School,Y,N,304,2011,Northeast,12048.74,Year,Y,Denied
1493,South America,Master's,Y,N,812,1960,West,43761.25,Year,Y,Certified
1494,Europe,Doctorate,N,Y,911,2010,South,78245.18,Year,Y,Certified
1495,Asia,Bachelor's,Y,N,2364,1850,West,118865.99,Year,Y,Certified
1496,Europe,High School,N,Y,2099,1932,West,41051.21,Year,Y,Denied
1497,North America,Bachelor's,N,N,2869,1958,Northeast,123285.69,Year,N,Denied
1498,North America,Doctorate,N,N,283,2005,West,41392.78,Year,Y,Denied
1499,Asia,Master's,Y,N,541,1937,Northeast,74696.29,Year,N,Certified
1500,South America,Bachelor's,Y,N,366,1973,Northeast,91121.79,Year,Y,Denied
1501,Asia,Master's,Y,N,3724,1991,South,91667.05,Year,Y,Certified
1502,Asia,High School,Y,N,90791,1987,Northeast,139260.01,Year,Y,Denied
1503,North America,Bachelor's,N,N,2457,1857,Northeast,649.5659,Hour,Y,Denied
1504,Europe,Master's,N,N,1227,1997,Midwest,31321.18,Year,Y,Certified
1505,Asia,Master's,Y,N,2745,2015,Midwest,107614.59,Year,Y,Certified
1506,Europe,Master's,N,N,2074,1924,Northeast,835.3447,Hour,Y,Certified
1507,Europe,Master's,N,N,1424,1997,Midwest,32502.74,Year,N,Certified
1508,Asia,Bachelor's,Y,N,881,1887,South,155423.24,Year,Y,Certified
1509,Asia,Master's,N,N,119,2002,Northeast,103.93,Hour,Y,Denied
1510,Asia,Master's,Y,N,4630,2008,Northeast,75492.61,Year,Y,Certified
1511,Europe,Master's,Y,N,1497,1997,West,8533.38,Year,Y,Certified
1512,Europe,Master's,Y,N,1768,2010,West,58729.53,Year,Y,Certified
1513,Asia,Master's,N,Y,812,1997,Northeast,42976.82,Year,Y,Denied
1514,North America,Bachelor's,Y,N,3914,1967,South,165262.08,Year,N,Certified
1515,South America,Master's,N,N,2360,2009,Midwest,107464.31,Year,Y,Certified
1516,Asia,Bachelor's,Y,N,42,1984,South,111423.13,Year,Y,Certified
1517,Asia,Master's,Y,N,3388,1946,South,36576.86,Year,Y,Certified
1518,Asia,Bachelor's,N,Y,765,1962,Northeast,77697.21,Year,Y,Denied
1519,Asia,Bachelor's,Y,N,2836,2011,South,45238.99,Year,Y,Certified
1520,Europe,Bachelor's,N,N,297,2000,West,216.6439,Hour,Y,Denied
1521,Europe,High School,Y,N,867,1946,South,8257.35,Year,Y,Certified
1522,Asia,Doctorate,Y,N,802,2002,South,319.36,Year,Y,Certified
1523,North America,Bachelor's,Y,N,741,1904,South,80340.89,Year,N,Certified
1524,Asia,Bachelor's,Y,N,2678,2009,West,68918.58,Year,Y,Certified
1525,North America,High School,N,N,996,1995,Northeast,34713.91,Year,Y,Denied
1526,Asia,Bachelor's,N,N,2076,1947,Northeast,90217.9,Year,Y,Denied
1527,Asia,High School,Y,N,1736,2005,Midwest,55486.22,Year,Y,Certified
1528,Europe,Bachelor's,Y,N,1625,1979,Northeast,79436.26,Year,Y,Certified
1529,Asia,Bachelor's,Y,N,5117,1992,West,80898.69,Year,Y,Certified
1530,North America,Master's,Y,N,2341,1987,Northeast,79157.57,Year,Y,Certified
1531,Oceania,Bachelor's,Y,N,2357,1887,Northeast,139973.63,Month,Y,Certified
1532,Europe,High School,N,N,1041,2002,West,14995.93,Year,Y,Denied
1533,North America,Bachelor's,Y,N,5661,1989,West,143857.62,Year,Y,Certified
1534,Asia,Bachelor's,Y,N,1753,1995,West,74102.39,Year,N,Certified
1535,Asia,Master's,N,N,3654,1975,South,72809.78,Year,Y,Certified
1536,South America,Bachelor's,Y,N,2940,2011,West,38581.12,Year,Y,Certified
1537,Asia,Master's,N,N,2516,1885,South,200234.67,Year,Y,Certified
1538,Asia,Bachelor's,N,N,3002,1997,South,144782.66,Year,Y,Certified
1539,North America,Bachelor's,N,N,3635,1886,West,84581.2,Year,N,Denied
1540,Asia,Bachelor's,Y,N,2508,2006,South,4728.7,Year,Y,Certified
1541,Asia,Master's,Y,N,466,1993,Northeast,74215.55,Year,Y,Certified
1542,Asia,Master's,Y,N,4109,2000,West,56501.75,Year,Y,Certified
1543,Asia,Bachelor's,N,Y,658,2010,South,122387.28,Year,Y,Certified
1544,Asia,High School,N,N,3882,1975,West,47084.35,Year,Y,Denied
1545,Asia,High School,Y,Y,1921,1968,Northeast,101147.76,Year,Y,Denied
1546,Asia,Bachelor's,Y,N,2034,2010,West,96683.52,Year,Y,Certified
1547,Asia,Master's,Y,N,3449,2012,Northeast,71700.43,Year,Y,Certified
1548,North America,Master's,Y,N,5254,1999,West,68690.8,Year,Y,Certified
1549,Asia,Bachelor's,Y,N,3702,1952,South,107686.68,Week,Y,Certified
1550,North America,High School,Y,N,888,1993,Island,166871.58,Year,Y,Certified
1551,Asia,Master's,Y,N,262,1993,Midwest,109933.38,Year,Y,Certified
1552,North America,Doctorate,N,N,374,2009,Northeast,103525.17,Year,Y,Denied
1553,Asia,Master's,N,Y,1941,2013,South,99478.67,Year,Y,Certified
1554,Asia,Master's,Y,N,2380,1995,Northeast,42983.07,Year,Y,Certified
1555,North America,Doctorate,Y,Y,3478,1997,Northeast,13391.34,Year,Y,Certified
1556,Asia,Bachelor's,N,N,878,2003,Midwest,66022.81,Year,Y,Certified
1557,Europe,Bachelor's,Y,N,938,2007,West,7716.74,Year,Y,Certified
1558,Asia,Bachelor's,N,N,3208,1994,Midwest,48906.79,Year,Y,Certified
1559,Asia,Master's,Y,Y,5743,2001,West,139640.89,Year,Y,Certified
1560,Asia,Bachelor's,Y,Y,786,2010,South,31000.31,Year,Y,Certified
1561,Asia,Bachelor's,Y,N,4367,1877,South,45163.17,Year,Y,Certified
1562,North America,Bachelor's,Y,N,4562,2008,West,185986.4,Year,Y,Denied
1563,Asia,High School,N,N,1267,1947,Midwest,91757.45,Year,Y,Certified
1564,Europe,Bachelor's,N,N,1350,2006,Northeast,166189.18,Year,Y,Certified
1565,Asia,Master's,Y,N,2532,2009,South,25191.2,Year,Y,Certified
1566,Asia,High School,N,N,34673,1981,Midwest,104526.55,Year,Y,Certified
1567,Europe,High School,N,Y,5303,1991,Northeast,112087.97,Year,Y,Denied
1568,Asia,Master's,Y,N,4495,2006,South,46366.46,Year,Y,Certified
1569,Europe,High School,Y,N,2389,2000,West,55123.36,Year,Y,Denied
1570,Asia,Master's,Y,N,2803,2007,Northeast,99856.81,Year,N,Certified
1571,North America,Bachelor's,N,N,4163,1993,Northeast,152757.17,Year,N,Denied
1572,Asia,Master's,Y,N,105,1951,Northeast,146800.42,Year,Y,Certified
1573,Europe,Master's,Y,N,3255,1966,South,98988.1,Year,Y,Certified
1574,Asia,Bachelor's,Y,N,2752,1962,Midwest,108319.75,Year,Y,Certified
1575,Asia,Bachelor's,N,Y,4456,2012,West,75026.0,Year,Y,Denied
1576,Europe,Master's,Y,N,3456,1991,Island,74053.11,Year,Y,Certified
1577,North America,Bachelor's,N,N,1893,1998,West,26886.44,Year,Y,Denied
1578,North America,High School,Y,N,3663,1978,Northeast,16559.5,Year,Y,Certified
1579,Europe,Doctorate,Y,Y,2504,2000,South,205508.95,Year,Y,Certified
1580,Asia,High School,Y,N,4135,1973,Northeast,43276.83,Year,Y,Denied
1581,Europe,Bachelor's,Y,N,4731,2008,Northeast,53083.52,Year,Y,Certified
1582,Asia,Bachelor's,N,N,1426,2007,Midwest,99789.16,Year,Y,Certified
1583,Asia,Bachelor's,N,N,714,2000,Midwest,63970.96,Year,N,Certified
1584,Asia,Bachelor's,Y,N,1527,1854,West,99761.72,Year,Y,Certified
1585,Asia,High School,N,N,19157,1997,South,507.93,Hour,Y,Certified
1586,Asia,Bachelor's,Y,N,6362,2004,West,28224.64,Year,Y,Certified
1587,Asia,Bachelor's,Y,N,718,2000,Northeast,49247.1,Month,Y,Certified
1588,Asia,Master's,Y,N,479,2002,Northeast,106437.4,Year,Y,Certified
1589,Asia,Bachelor's,N,N,1100,1918,South,167582.25,Week,Y,Certified
1590,Europe,Doctorate,Y,N,2146,2008,South,1280.04,Year,Y,Certified
1591,North America,Bachelor's,Y,N,3532,1915,Northeast,53773.75,Year,Y,Certified
1592,North America,Bachelor's,N,N,1504,1997,South,631.7448,Hour,Y,Certified
1593,Asia,Bachelor's,N,N,2170,1998,West,714.0764,Hour,Y,Denied
1594,Asia,Bachelor's,Y,N,3667,2011,South,109575.72,Year,Y,Certified
1595,Asia,Bachelor's,Y,N,5319,1838,Northeast,137449.34,Year,N,Certified
1596,North America,Bachelor's,Y,N,1132,1975,Northeast,135479.99,Year,Y,Certified
1597,Europe,Bachelor's,Y,N,25618,1876,Northeast,70432.2,Year,Y,Certified
1598,Europe,High School,N,N,4722,2007,Northeast,85488.02,Year,N,Denied
1599,Asia,Bachelor's,N,N,917,2002,West,206060.69,Year,Y,Denied
1600,North America,Bachelor's,N,N,3065,1973,Midwest,174495.55,Year,N,Certified
1601,North America,High School,Y,N,322,2013,Northeast,634.1042,Hour,Y,Certified
1602,North America,Bachelor's,Y,N,5725,1984,South,55680.67,Year,Y,Certified
1603,Asia,Bachelor's,Y,Y,501,1998,South,129895.13,Year,Y,Certified
1604,Asia,Bachelor's,N,N,696,1991,South,794.3333,Hour,Y,Certified
1605,Asia,Bachelor's,N,N,4786,1938,Island,111918.61,Year,Y,Denied
1606,Asia,High School,Y,N,637,2008,South,56618.81,Year,Y,Certified
1607,Asia,Master's,Y,N,1507,1937,Island,288318.91,Year,Y,Certified
1608,Asia,Master's,N,N,853,2000,Northeast,156.3038,Hour,Y,Denied
1609,Asia,Bachelor's,Y,Y,2414,1959,West,116315.86,Year,Y,Certified
1610,Asia,Master's,Y,N,3620,2001,Midwest,136289.98,Year,Y,Certified
1611,Asia,Bachelor's,N,N,1995,2005,Midwest,119101.47,Year,Y,Certified
1612,Asia,Bachelor's,N,N,22888,1998,Midwest,25342.97,Year,Y,Certified
1613,Asia,Bachelor's,Y,N,1438,1911,West,133493.49,Year,Y,Certified
1614,Asia,Master's,N,N,3249,1888,Northeast,116.5558,Hour,Y,Denied
1615,Asia,Master's,Y,N,1073,2013,West,32706.7,Year,Y,Certified
1616,Asia,Master's,Y,N,4377,1998,South,91823.17,Year,Y,Certified
1617,Asia,High School,N,N,1696,1999,Northeast,122663.94,Year,Y,Denied
1618,South America,Bachelor's,Y,N,1805,2005,West,82959.14,Year,Y,Certified
1619,Asia,Master's,Y,N,3860,2007,Northeast,24821.8,Year,Y,Certified
1620,Asia,Bachelor's,Y,N,3302,2002,South,56875.61,Year,Y,Certified
1621,Asia,Master's,Y,N,1426,2007,West,107487.46,Year,N,Certified
1622,South America,Master's,N,N,1839,1964,Midwest,94520.54,Year,Y,Certified
1623,Asia,Master's,N,N,3416,2005,Northeast,37953.01,Year,Y,Denied
1624,Europe,Doctorate,Y,N,653,2013,West,71986.75,Year,Y,Certified
1625,Asia,Doctorate,N,N,4242,1996,West,22779.57,Year,Y,Denied
1626,Africa,Bachelor's,Y,Y,60548,2007,South,131928.61,Year,Y,Certified
1627,Europe,Doctorate,Y,N,1085,1999,Northeast,42733.57,Year,Y,Certified
1628,Asia,Master's,N,N,3058,1994,Midwest,130860.17,Year,Y,Certified
1629,Europe,High School,Y,N,1608,1995,West,26176.33,Year,N,Denied
1630,Asia,Bachelor's,N,N,1267,1986,Northeast,122.57,Hour,Y,Denied
1631,Asia,Bachelor's,Y,N,204,1971,South,566.4743,Hour,Y,Certified
1632,Asia,Bachelor's,Y,N,2575,1997,Northeast,55928.49,Year,Y,Certified
1633,Asia,Bachelor's,Y,N,5187,2003,West,96194.22,Year,Y,Certified
1634,Asia,Doctorate,N,N,1743,2005,West,87580.04,Year,Y,Denied
1635,Europe,High School,N,N,20237,1970,Northeast,34825.12,Year,Y,Denied
1636,Asia,Bachelor's,N,N,36459,1884,West,150657.25,Year,Y,Denied
1637,Europe,Bachelor's,Y,Y,1230,1978,South,70211.32,Year,Y,Certified
1638,Europe,Master's,N,Y,1993,2001,South,100700.16,Year,Y,Certified
1639,Asia,Bachelor's,Y,N,2159,2003,West,93528.66,Month,Y,Certified
1640,Africa,Bachelor's,Y,Y,7833,2001,Midwest,106043.78,Year,Y,Certified
1641,Africa,Master's,N,N,524,2003,Island,94876.7,Year,Y,Denied
1642,North America,Master's,N,N,2850,2006,Island,160847.0,Year,Y,Denied
1643,Asia,Master's,Y,N,647,1999,Northeast,92672.98,Year,Y,Certified
1644,Asia,Master's,Y,N,4164,2004,West,84510.87,Year,Y,Certified
1645,Asia,High School,N,N,3027,1997,Northeast,199427.98,Year,N,Denied
1646,Europe,Master's,N,N,1592,1923,Northeast,89778.64,Year,Y,Certified
1647,Asia,Master's,N,N,210,1986,West,81413.4,Year,N,Denied
1648,North America,Bachelor's,N,Y,156645,1978,West,117906.3,Year,Y,Denied
1649,Asia,Bachelor's,Y,N,3212,1940,South,50474.1,Year,Y,Certified
1650,Asia,Master's,N,N,1682,1998,South,95078.36,Year,N,Certified
1651,North America,Bachelor's,Y,N,514,2008,Midwest,44342.02,Year,Y,Certified
1652,Asia,Master's,N,N,29948,1972,West,118840.44,Year,N,Denied
1653,Asia,Master's,Y,N,332,2001,West,140471.1,Year,N,Certified
1654,Asia,Master's,N,N,2757,1987,West,144472.03,Year,N,Denied
1655,Europe,Bachelor's,Y,Y,4702,2013,South,125908.42,Year,Y,Certified
1656,Asia,Bachelor's,Y,Y,4097,2003,West,38238.63,Year,Y,Certified
1657,Asia,Bachelor's,N,N,1566,1902,South,52239.43,Year,Y,Certified
1658,Asia,Bachelor's,N,Y,1624,1985,South,35241.52,Year,Y,Certified
1659,North America,Doctorate,N,Y,1326,1972,West,48296.42,Year,Y,Denied
1660,Asia,Bachelor's,N,N,1251,2004,Northeast,112795.28,Year,Y,Denied
1661,Asia,High School,N,N,122,1980,South,47553.94,Year,Y,Certified
1662,Asia,High School,Y,N,540,1997,West,87049.43,Year,Y,Denied
1663,North America,Master's,N,N,1129,2007,South,107747.49,Year,Y,Certified
1664,Asia,Bachelor's,Y,N,1368,1968,Midwest,56448.74,Year,Y,Certified
1665,Asia,Master's,N,N,3392,1983,Northeast,530.5959,Hour,Y,Denied
1666,Asia,Bachelor's,N,N,542,1991,South,140285.26,Year,Y,Certified
1667,Asia,Bachelor's,N,Y,1817,1996,South,89248.4,Year,Y,Certified
1668,Europe,Bachelor's,Y,N,3060,1991,Midwest,85740.68,Year,Y,Certified
1669,North America,Bachelor's,N,N,1297,1956,South,41969.87,Year,Y,Certified
1670,Europe,High School,Y,N,520,1996,Northeast,34040.86,Year,Y,Denied
1671,North America,High School,N,N,2386,1973,Northeast,730.4062,Hour,Y,Denied
1672,Asia,Bachelor's,N,N,770,2012,West,92085.69,Year,Y,Denied
1673,Europe,Master's,N,N,1309,1966,West,20881.66,Year,Y,Certified
1674,Asia,Master's,Y,N,6664,2011,West,3935.52,Year,Y,Certified
1675,Asia,Bachelor's,Y,N,3598,1921,Northeast,99875.92,Year,Y,Certified
1676,North America,Bachelor's,N,N,1452,2003,Northeast,510.5607,Hour,Y,Denied
1677,Asia,Bachelor's,Y,Y,2468,2005,South,11781.12,Year,Y,Certified
1678,Asia,Master's,N,N,2477,1971,South,30088.2,Year,Y,Certified
1679,Asia,Bachelor's,Y,N,2194,2001,Northeast,82262.63,Year,Y,Certified
1680,Asia,Bachelor's,N,Y,2012,2012,West,93617.38,Year,Y,Denied
1681,Europe,Master's,Y,N,4234,2008,West,11894.22,Year,Y,Certified
1682,Asia,Master's,Y,N,1113,2011,West,30362.61,Year,Y,Certified
1683,Asia,Doctorate,Y,N,1979,2004,Northeast,29140.28,Year,Y,Certified
1684,Europe,Doctorate,N,N,45,1994,Northeast,30076.97,Year,Y,Certified
1685,Asia,Master's,Y,N,1627,1978,Midwest,122018.87,Year,Y,Certified
1686,Asia,Bachelor's,Y,N,3265,1972,Northeast,80032.34,Year,Y,Certified
1687,Asia,Bachelor's,Y,N,4647,2000,West,52815.25,Year,Y,Certified
1688,Asia,High School,Y,N,1811,1973,Midwest,77201.64,Year,Y,Certified
1689,Asia,Bachelor's,Y,N,1153,2005,Northeast,119288.07,Year,Y,Certified
1690,Asia,High School,Y,N,8145,2011,Midwest,43336.26,Year,Y,Certified
1691,Asia,Master's,Y,N,1757,2001,Northeast,149640.44,Year,N,Certified
1692,North America,Bachelor's,Y,N,2553,1890,South,244457.48,Year,Y,Certified
1693,Asia,Bachelor's,Y,N,19619,1981,Northeast,20551.77,Year,Y,Certified
1694,North America,Master's,Y,N,764,1994,West,27914.59,Year,Y,Certified
1695,Asia,Bachelor's,N,N,563,1978,Northeast,118230.71,Year,Y,Denied
1696,Asia,Master's,N,N,798,2007,Northeast,95726.77,Year,N,Denied
1697,North America,Doctorate,Y,N,389,2009,Midwest,60040.55,Year,Y,Certified
1698,Asia,Master's,Y,N,736,1889,Midwest,600.4991,Hour,Y,Certified
1699,South America,Doctorate,N,Y,3083,2004,South,22924.76,Year,Y,Certified
1700,Africa,Master's,N,N,2871,1986,South,177310.49,Year,N,Certified
1701,Oceania,Master's,N,N,1518,1992,Midwest,54019.29,Year,Y,Certified
1702,Asia,Master's,N,N,1751,2009,Northeast,52833.91,Year,N,Denied
1703,Asia,High School,Y,N,57909,1888,West,67786.77,Year,N,Denied
1704,North America,Master's,N,N,1175,2001,West,69121.5,Year,Y,Denied
1705,Asia,Bachelor's,Y,N,5120,2012,West,46483.49,Year,Y,Certified
1706,Asia,Master's,Y,N,83371,2011,West,125796.26,Year,N,Certified
1707,Asia,Master's,Y,N,622,1984,Northeast,108218.05,Year,N,Certified
1708,Asia,Master's,N,N,2001,2007,Northeast,39782.24,Year,Y,Denied
1709,Asia,Bachelor's,Y,N,2481,1987,West,215516.04,Year,Y,Certified
1710,Asia,Doctorate,N,Y,262,2013,West,96596.89,Year,Y,Denied
1711,Europe,Bachelor's,Y,N,524,1996,West,111650.87,Year,Y,Denied
1712,Asia,Master's,Y,N,4123,2007,South,67377.09,Year,Y,Certified
1713,Africa,Bachelor's,Y,N,2248,1994,Northeast,96832.44,Year,Y,Denied
1714,Asia,Bachelor's,Y,N,1834,1804,Northeast,53169.18,Year,Y,Certified
1715,Asia,Master's,Y,N,3150,1985,South,111506.27,Year,Y,Certified
1716,Asia,Bachelor's,N,N,78,2012,West,25645.33,Year,Y,Denied
1717,North America,Bachelor's,N,N,1073,1949,Northeast,157207.74,Year,N,Denied
1718,Asia,Bachelor's,Y,N,4667,2000,West,56594.48,Year,Y,Certified
1719,Asia,High School,Y,Y,3422,2010,Midwest,24076.35,Year,Y,Certified
1720,Asia,Bachelor's,Y,N,105,2005,Northeast,109866.71,Year,Y,Certified
1721,Asia,Master's,Y,Y,1852,1954,South,77908.95,Year,Y,Certified
1722,Asia,Master's,Y,N,665,1900,South,94808.52,Year,Y,Certified
1723,Europe,Bachelor's,N,N,1828,1898,West,254.937,Hour,Y,Certified
1724,Asia,Bachelor's,N,Y,2536,1994,Northeast,32662.95,Year,Y,Denied
1725,Europe,Bachelor's,Y,N,1947,1909,Northeast,56550.83,Year,Y,Certified
1726,Asia,High School,N,N,3519,2006,South,217043.29,Year,N,Certified
1727,Asia,Bachelor's,N,N,573,2015,West,94507.94,Year,Y,Denied
1728,Asia,Bachelor's,Y,N,2246,2000,South,118389.78,Year,N,Certified
1729,Europe,Bachelor's,Y,N,3421,2009,Northeast,65634.24,Year,Y,Certified
1730,North America,Master's,N,N,1534,1997,South,144292.14,Year,Y,Certified
1731,Asia,High School,N,N,2125,2010,Midwest,117674.95,Year,Y,Certified
1732,Asia,Master's,Y,N,939,1946,West,115939.73,Year,Y,Certified
1733,Asia,Master's,Y,N,2701,1946,South,80461.55,Year,Y,Certified
1734,Asia,High School,N,N,1250,1919,South,74515.66,Year,N,Certified
1735,Asia,Doctorate,Y,N,2863,1988,Northeast,93779.0,Year,Y,Certified
1736,Asia,Bachelor's,Y,N,4789,2005,South,80751.0,Year,Y,Certified
1737,Asia,Bachelor's,N,Y,3389,2012,West,53353.0,Year,Y,Denied
1738,Asia,Master's,N,N,3861,1985,Midwest,66445.59,Year,Y,Certified
1739,South America,Master's,N,N,1672,1981,Northeast,39525.72,Year,Y,Denied
1740,South America,Bachelor's,N,N,3258,1900,South,86267.51,Year,Y,Certified
1741,Asia,Bachelor's,Y,Y,1209,2006,Northeast,86065.34,Year,Y,Certified
1742,Europe,Bachelor's,Y,N,2258,2004,West,136558.18,Year,Y,Certified
1743,Asia,High School,N,N,4730,1868,Midwest,53366.9,Year,Y,Certified
1744,North America,Bachelor's,Y,N,2342,1979,Northeast,212.2737,Hour,Y,Certified
1745,Asia,Bachelor's,N,N,1767,1948,West,90690.82,Year,Y,Denied
1746,Asia,High School,Y,N,3663,1999,South,87127.12,Year,Y,Certified
1747,Asia,Bachelor's,Y,N,2141,1992,Northeast,21533.01,Year,Y,Certified
1748,Asia,Master's,Y,N,1690,1823,South,23753.01,Year,Y,Certified
1749,Asia,Bachelor's,N,N,3831,1999,South,32092.38,Year,Y,Certified
1750,Europe,Doctorate,N,N,1036,1986,Northeast,37593.03,Year,Y,Certified
1751,Asia,Bachelor's,N,N,1783,2000,Northeast,47354.72,Year,Y,Denied
1752,North America,Bachelor's,Y,Y,1927,2001,West,86074.48,Year,Y,Denied
1753,Oceania,Master's,Y,N,1216,2012,Northeast,30981.35,Year,Y,Certified
1754,Asia,Bachelor's,Y,N,5222,1998,South,57839.98,Year,Y,Certified
1755,Asia,Master's,N,N,2091,2000,Midwest,118233.78,Year,Y,Certified
1756,Asia,Master's,Y,N,1148,2004,Midwest,98408.54,Year,Y,Certified
1757,Asia,Bachelor's,Y,Y,2228,1987,South,61522.11,Year,Y,Certified
1758,Asia,Bachelor's,N,N,638,1988,West,66518.06,Year,Y,Denied
1759,Asia,Master's,N,Y,4299,1893,Midwest,98011.58,Year,Y,Certified
1760,Asia,Master's,Y,N,2896,2001,Northeast,149996.6,Year,N,Certified
1761,Asia,Master's,N,N,2423,1993,Northeast,58464.31,Year,N,Denied
1762,Asia,Master's,N,N,2399,2007,Midwest,119755.93,Year,N,Certified
1763,Asia,Master's,Y,N,4826,1994,West,66413.19,Year,Y,Certified
1764,Asia,Bachelor's,N,N,1799,1999,Midwest,72921.08,Year,Y,Certified
1765,Asia,Master's,Y,N,4599,1996,Northeast,58325.49,Year,Y,Certified
1766,Europe,High School,N,Y,457,1837,South,168647.89,Year,Y,Certified
1767,Asia,Bachelor's,N,Y,1998,1908,South,86323.29,Year,Y,Certified
1768,Asia,Bachelor's,Y,N,134,1998,South,14316.91,Year,Y,Certified
1769,Europe,Master's,N,N,2726,2010,West,78038.23,Year,Y,Certified
1770,North America,Bachelor's,Y,N,128,1833,Midwest,81898.43,Month,Y,Certified
1771,Europe,Bachelor's,N,Y,1058,1984,South,41467.88,Year,Y,Certified
1772,North America,Bachelor's,N,N,2753,1999,Northeast,40174.7,Year,Y,Denied
1773,Europe,Bachelor's,Y,N,2054,2004,South,77357.77,Year,Y,Certified
1774,Asia,Master's,Y,N,464,1941,South,93043.62,Year,Y,Certified
1775,Asia,Master's,Y,N,3540,1987,South,69884.01,Year,Y,Certified
1776,Asia,Master's,N,N,4442,1968,South,11091.8,Year,Y,Certified
1777,Asia,Master's,Y,N,3062,2014,West,56979.8,Year,Y,Certified
1778,Asia,Master's,Y,N,450,1974,Northeast,139860.51,Year,N,Certified
1779,Asia,High School,Y,N,1040,1998,West,96294.89,Year,Y,Denied
1780,Asia,Bachelor's,N,N,2640,1994,Northeast,93989.87,Year,N,Denied
1781,Asia,High School,Y,N,1305,2001,Midwest,44049.49,Year,Y,Certified
1782,Oceania,Master's,Y,N,732,2003,Northeast,28565.97,Year,Y,Certified
1783,Asia,Bachelor's,Y,N,3240,1986,Northeast,92964.43,Year,Y,Certified
1784,Asia,Bachelor's,Y,N,1846,1971,West,104025.12,Year,Y,Certified
1785,Europe,High School,Y,N,470,2005,West,83917.34,Year,Y,Denied
1786,Europe,High School,N,N,2684,1855,South,91320.94,Year,Y,Certified
1787,Asia,Doctorate,Y,N,10449,1976,South,52287.64,Year,Y,Certified
1788,Asia,Master's,Y,N,347,2001,South,80534.26,Year,Y,Certified
1789,North America,Master's,Y,N,13423,1991,Northeast,44608.71,Year,Y,Certified
1790,Asia,High School,N,N,4058,2009,West,101347.24,Year,N,Denied
1791,Asia,Master's,Y,N,503,2010,Midwest,187140.67,Year,Y,Certified
1792,Asia,Bachelor's,N,N,3167,1981,Northeast,10474.05,Year,N,Denied
1793,Asia,Master's,Y,N,3496,2002,Northeast,67351.42,Year,Y,Certified
1794,Asia,Master's,Y,N,3432,1989,Midwest,168220.74,Year,Y,Certified
1795,Asia,Master's,Y,N,1769,2005,South,22362.38,Year,N,Certified
